2023-12-07 09:13:47 : begin
2023-12-07 09:13:48 : DUT1 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:49 : DUT2 is LOOP CCPB_2ge-A ,slot#16
2023-12-07 09:13:51 : DUT:1 ctrl : sw:"V23.11.01 (0010)" serial:203 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:13:51 : DUT:1 ctrl2: sw:"N/A" serial:0 hw: "N/A"
2023-12-07 09:13:59 : DUT:1 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:03 : DUT:1 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:04 : DUT:1 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:09 : DUT:1 slot: c  FT1        ver:" (mismatch)(card type)"
2023-12-07 09:14:14 : DUT:2 ctrl : sw:"V23.11.01 (0010)" serial:478 hw: "Ver.C, FPGA1:V16(7), FPGA2:V14(10), CPLD:V3(2) "
2023-12-07 09:14:14 : DUT:2 ctrl2: sw:"V23.11.01 (0010)" serial:476 hw: "Ver.C"
2023-12-07 09:14:21 : DUT:2 slot: 7  QT1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:24 : DUT:2 slot: 4  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:26 : DUT:2 slot: 3  QE1        ver:"V3.10.01 (0012)"
2023-12-07 09:14:32 : DUT:2 slot: b  FE1        ver:"V4.03.04 (0010), HW: G, FPGA: 09"
2023-12-07 09:19:37 : DUT 1 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:19:49 : DUT 2 CurrCLK:Internal   ClkRecover:manul	slot Slot3	port Port4
2023-12-07 09:22:35 : DUT 1 (AM3440_CCPA_Get_dpllStabdbyStatus_log)  InputStatus:Ooflos LockStatus:Unlock CalStatus:Normal InputSticky:Oof LockSticky:Lock CalSticky:Normal
2023-12-07 10:35:14 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:2E, get:04
2023-12-07 10:35:15 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:2F, get:05
2023-12-07 10:35:36 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:30, get:1B
2023-12-07 10:35:38 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:31, get:18
2023-12-07 10:35:39 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:32, get:19
2023-12-07 10:35:41 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:33, get:1E
2023-12-07 10:35:42 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:34, get:1F
2023-12-07 10:35:44 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:35, get:1C
2023-12-07 10:35:45 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:36, get:1D
2023-12-07 10:35:47 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:37, get:12
2023-12-07 10:35:48 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:38, get:13
2023-12-07 10:35:50 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:39, get:10
2023-12-07 10:35:51 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:3A, get:11
2023-12-07 10:35:53 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:3B, get:16
2023-12-07 10:35:54 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:3C, get:17
2023-12-07 10:35:56 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:3D, get:14
2023-12-07 10:35:57 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:3E, get:15
2023-12-07 10:35:59 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:3F, get:6A
2023-12-07 10:36:00 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:40, get:68
2023-12-07 10:36:02 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:41, get:69
2023-12-07 10:36:03 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:42, get:6E
2023-12-07 10:36:05 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:43, get:6F
2023-12-07 10:36:06 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:44, get:6C
2023-12-07 10:36:08 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:45, get:6D
2023-12-07 10:36:09 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:46, get:62
2023-12-07 10:36:11 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:47, get:63
2023-12-07 10:36:32 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:48, get:60
2023-12-07 10:36:33 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:49, get:61
2023-12-07 10:36:35 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:4A, get:66
2023-12-07 10:36:36 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:4B, get:67
2023-12-07 10:36:38 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:4C, get:64
2023-12-07 10:36:39 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:4D, get:65
2023-12-07 10:36:41 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:4E, get:7A
2023-12-07 10:36:42 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:4F, get:78
2023-12-07 10:36:44 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:50, get:7E
2023-12-07 10:36:45 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:51, get:7F
2023-12-07 10:36:47 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:52, get:7C
2023-12-07 10:36:48 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:53, get:7D
2023-12-07 10:36:50 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:54, get:72
2023-12-07 10:36:51 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:55, get:73
2023-12-07 10:36:53 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:56, get:70
2023-12-07 10:36:54 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:57, get:71
2023-12-07 10:36:56 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:58, get:76
2023-12-07 10:36:57 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:59, get:77
2023-12-07 10:36:59 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:5A, get:74
2023-12-07 10:37:00 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:5B, get:75
2023-12-07 10:37:02 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:5C, get:4B
2023-12-07 10:37:03 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:5D, get:49
2023-12-07 10:37:05 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:5E, get:4F
2023-12-07 10:37:06 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:5F, get:4D
2023-12-07 10:37:27 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:60, get:42
2023-12-07 10:37:29 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:61, get:43
2023-12-07 10:37:30 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:62, get:40
2023-12-07 10:37:32 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:63, get:41
2023-12-07 10:37:33 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:64, get:46
2023-12-07 10:37:35 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:65, get:47
2023-12-07 10:37:36 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:66, get:44
2023-12-07 10:37:38 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:67, get:45
2023-12-07 10:37:39 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:68, get:5A
2023-12-07 10:37:40 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:69, get:5B
2023-12-07 10:37:42 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:6A, get:58
2023-12-07 10:37:44 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:6B, get:59
2023-12-07 10:37:45 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:6C, get:5E
2023-12-07 10:37:47 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:6D, get:5F
2023-12-07 10:37:48 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:6E, get:5C
2023-12-07 10:37:49 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:6F, get:5D
2023-12-07 10:37:51 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:70, get:52
2023-12-07 10:37:52 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:71, get:52
2023-12-07 10:37:54 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:72, get:53
2023-12-07 10:37:56 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:73, get:53
2023-12-07 10:37:57 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:74, get:50
2023-12-07 10:37:59 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:75, get:50
2023-12-07 10:38:00 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:76, get:51
2023-12-07 10:38:02 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:77, get:51
2023-12-07 10:38:22 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:78, get:56
2023-12-07 10:38:24 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:79, get:56
2023-12-07 10:38:25 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:7A, get:57
2023-12-07 10:38:27 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:7B, get:57
2023-12-07 10:38:28 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:7C, get:54
2023-12-07 10:38:30 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:7D, get:54
2023-12-07 10:38:31 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:7E, get:55
2023-12-07 10:38:33 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:7F, get:55
2023-12-07 10:38:34 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:80, get:AA
2023-12-07 10:38:36 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:81, get:AB
2023-12-07 10:38:38 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:82, get:A8
2023-12-07 10:38:39 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:83, get:A9
2023-12-07 10:38:41 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:84, get:AE
2023-12-07 10:38:42 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:85, get:AF
2023-12-07 10:38:44 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:86, get:AC
2023-12-07 10:38:45 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:87, get:AD
2023-12-07 10:38:47 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:88, get:A2
2023-12-07 10:38:48 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:89, get:A3
2023-12-07 10:38:50 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:8A, get:A0
2023-12-07 10:38:51 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:8B, get:A1
2023-12-07 10:38:53 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:8C, get:A6
2023-12-07 10:38:54 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:8D, get:A7
2023-12-07 10:38:56 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:8E, get:A4
2023-12-07 10:38:57 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:8F, get:A5
2023-12-07 10:39:18 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:90, get:BA
2023-12-07 10:39:19 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:91, get:BB
2023-12-07 10:39:21 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:92, get:B8
2023-12-07 10:39:22 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:93, get:B9
2023-12-07 10:39:24 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:94, get:BE
2023-12-07 10:39:25 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:95, get:BF
2023-12-07 10:39:27 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:96, get:BC
2023-12-07 10:39:28 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:97, get:BD
2023-12-07 10:39:30 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:98, get:B2
2023-12-07 10:39:31 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:99, get:B3
2023-12-07 10:39:33 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:9A, get:B0
2023-12-07 10:39:34 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:9B, get:B1
2023-12-07 10:39:36 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:9C, get:B6
2023-12-07 10:39:37 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:9D, get:B7
2023-12-07 10:39:39 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:9E, get:B4
2023-12-07 10:39:40 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:9F, get:B5
2023-12-07 10:39:42 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:A0, get:8A
2023-12-07 10:39:43 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:A1, get:8B
2023-12-07 10:39:45 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:A2, get:88
2023-12-07 10:39:47 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:A3, get:89
2023-12-07 10:39:48 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:A4, get:8E
2023-12-07 10:39:50 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:A5, get:8F
2023-12-07 10:39:51 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:A6, get:8C
2023-12-07 10:39:53 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:A7, get:8D
2023-12-07 10:40:13 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:A8, get:82
2023-12-07 10:40:15 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:A9, get:83
2023-12-07 10:40:16 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:AA, get:80
2023-12-07 10:40:18 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:AB, get:81
2023-12-07 10:40:19 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:AC, get:86
2023-12-07 10:40:21 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:AD, get:87
2023-12-07 10:40:22 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:AE, get:84
2023-12-07 10:40:24 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:AF, get:85
2023-12-07 10:40:25 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:B0, get:9B
2023-12-07 10:40:27 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:B1, get:98
2023-12-07 10:40:28 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:B2, get:99
2023-12-07 10:40:30 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:B3, get:9E
2023-12-07 10:40:31 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:B4, get:9F
2023-12-07 10:40:33 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:B5, get:9C
2023-12-07 10:40:34 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:B6, get:9D
2023-12-07 10:40:36 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:B7, get:92
2023-12-07 10:40:37 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:B8, get:93
2023-12-07 10:40:39 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:B9, get:90
2023-12-07 10:40:40 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:BA, get:91
2023-12-07 10:40:42 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:BB, get:96
2023-12-07 10:40:43 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:BC, get:97
2023-12-07 10:40:45 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:BD, get:94
2023-12-07 10:40:46 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:BE, get:95
2023-12-07 10:40:48 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:BF, get:EA
2023-12-07 10:41:09 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:C0, get:E8
2023-12-07 10:41:10 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:C1, get:E9
2023-12-07 10:41:12 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:C2, get:EE
2023-12-07 10:41:13 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:C3, get:EF
2023-12-07 10:41:15 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:C4, get:EC
2023-12-07 10:41:16 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:C5, get:ED
2023-12-07 10:41:18 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:C6, get:E2
2023-12-07 10:41:19 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:C7, get:E3
2023-12-07 10:41:21 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:C8, get:E0
2023-12-07 10:41:22 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:C9, get:E1
2023-12-07 10:41:24 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:CA, get:E6
2023-12-07 10:41:25 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:CB, get:E7
2023-12-07 10:41:27 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:CC, get:E4
2023-12-07 10:41:28 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:CD, get:E5
2023-12-07 10:41:30 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:CE, get:FA
2023-12-07 10:41:31 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:CF, get:F8
2023-12-07 10:41:33 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:D0, get:FE
2023-12-07 10:41:35 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:D1, get:FF
2023-12-07 10:41:36 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:D2, get:FC
2023-12-07 10:41:38 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:D3, get:FD
2023-12-07 10:41:39 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:D4, get:F2
2023-12-07 10:41:41 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:D5, get:F3
2023-12-07 10:41:42 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:D6, get:F0
2023-12-07 10:41:44 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:D7, get:F1
2023-12-07 10:42:04 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:D8, get:F6
2023-12-07 10:42:06 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:D9, get:F7
2023-12-07 10:42:07 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:DA, get:F4
2023-12-07 10:42:09 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:DB, get:F5
2023-12-07 10:42:10 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:DC, get:CB
2023-12-07 10:42:12 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:DD, get:C9
2023-12-07 10:42:13 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:DE, get:CF
2023-12-07 10:42:15 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:DF, get:CD
2023-12-07 10:42:16 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:E0, get:C2
2023-12-07 10:42:18 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:E1, get:C3
2023-12-07 10:42:19 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:E2, get:C0
2023-12-07 10:42:21 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:E3, get:C1
2023-12-07 10:42:22 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:E4, get:C6
2023-12-07 10:42:24 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:E5, get:C7
2023-12-07 10:42:25 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:E6, get:C4
2023-12-07 10:42:27 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:E7, get:C5
2023-12-07 10:42:28 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:E8, get:DA
2023-12-07 10:42:30 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:E9, get:DB
2023-12-07 10:42:31 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:EA, get:D8
2023-12-07 10:42:33 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:EB, get:D9
2023-12-07 10:42:34 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:EC, get:DE
2023-12-07 10:42:36 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:ED, get:DF
2023-12-07 10:42:37 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:EE, get:DC
2023-12-07 10:42:39 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:EF, get:DD
2023-12-07 10:42:59 :     TSI u-law to a-law (T1 to E1) get pass. TS:1 set:E8, get:DA
2023-12-07 10:43:01 :     TSI u-law to a-law (T1 to E1) get pass. TS:2 set:E9, get:DB
2023-12-07 10:43:02 :     TSI u-law to a-law (T1 to E1) get pass. TS:3 set:EA, get:D8
2023-12-07 10:43:04 :     TSI u-law to a-law (T1 to E1) get pass. TS:4 set:EB, get:D9
2023-12-07 10:43:05 :     TSI u-law to a-law (T1 to E1) get pass. TS:5 set:EC, get:DE
2023-12-07 10:43:07 :     TSI u-law to a-law (T1 to E1) get pass. TS:6 set:ED, get:DF
2023-12-07 10:43:08 :     TSI u-law to a-law (T1 to E1) get pass. TS:7 set:EE, get:DC
2023-12-07 10:43:10 :     TSI u-law to a-law (T1 to E1) get pass. TS:8 set:EF, get:DD
2023-12-07 10:43:11 :     TSI u-law to a-law (T1 to E1) get pass. TS:9 set:F0, get:D2
2023-12-07 10:43:13 :     TSI u-law to a-law (T1 to E1) get pass. TS:10 set:F1, get:D2
2023-12-07 10:43:14 :     TSI u-law to a-law (T1 to E1) get pass. TS:11 set:F2, get:D3
2023-12-07 10:43:16 :     TSI u-law to a-law (T1 to E1) get pass. TS:12 set:F3, get:D3
2023-12-07 10:43:17 :     TSI u-law to a-law (T1 to E1) get pass. TS:13 set:F4, get:D0
2023-12-07 10:43:19 :     TSI u-law to a-law (T1 to E1) get pass. TS:14 set:F5, get:D0
2023-12-07 10:43:20 :     TSI u-law to a-law (T1 to E1) get pass. TS:15 set:F6, get:D1
2023-12-07 10:43:22 :     TSI u-law to a-law (T1 to E1) get pass. TS:16 set:F7, get:D1
2023-12-07 10:43:23 :     TSI u-law to a-law (T1 to E1) get pass. TS:17 set:F8, get:D6
2023-12-07 10:43:25 :     TSI u-law to a-law (T1 to E1) get pass. TS:18 set:F9, get:D6
2023-12-07 10:43:26 :     TSI u-law to a-law (T1 to E1) get pass. TS:19 set:FA, get:D7
2023-12-07 10:43:28 :     TSI u-law to a-law (T1 to E1) get pass. TS:20 set:FB, get:D7
2023-12-07 10:43:29 :     TSI u-law to a-law (T1 to E1) get pass. TS:21 set:FC, get:D4
2023-12-07 10:43:31 :     TSI u-law to a-law (T1 to E1) get pass. TS:22 set:FD, get:D4
2023-12-07 10:43:32 :     TSI u-law to a-law (T1 to E1) get pass. TS:23 set:FE, get:D5
2023-12-07 10:43:34 :     TSI u-law to a-law (T1 to E1) get pass. TS:24 set:FF, get:D5
2023-12-07 10:43:55 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:00, get:2A
2023-12-07 10:43:56 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:01, get:2B
2023-12-07 10:43:58 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:02, get:28
2023-12-07 10:43:59 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:03, get:29
2023-12-07 10:44:01 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:04, get:2E
2023-12-07 10:44:02 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:05, get:2F
2023-12-07 10:44:04 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:06, get:2C
2023-12-07 10:44:05 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:07, get:2D
2023-12-07 10:44:07 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:08, get:22
2023-12-07 10:44:08 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:09, get:23
2023-12-07 10:44:10 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:0A, get:20
2023-12-07 10:44:11 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:0B, get:21
2023-12-07 10:44:13 :     TSI a-law to u-law (E1 to T1) get pass. TS:13 set:0C, get:26
2023-12-07 10:44:14 :     TSI a-law to u-law (E1 to T1) get pass. TS:14 set:0D, get:27
2023-12-07 10:44:16 :     TSI a-law to u-law (E1 to T1) get pass. TS:15 set:0E, get:24
2023-12-07 10:44:17 :     TSI a-law to u-law (E1 to T1) get pass. TS:16 set:0F, get:25
2023-12-07 10:44:19 :     TSI a-law to u-law (E1 to T1) get pass. TS:17 set:10, get:39
2023-12-07 10:44:20 :     TSI a-law to u-law (E1 to T1) get pass. TS:18 set:11, get:3A
2023-12-07 10:44:22 :     TSI a-law to u-law (E1 to T1) get pass. TS:19 set:12, get:37
2023-12-07 10:44:23 :     TSI a-law to u-law (E1 to T1) get pass. TS:20 set:13, get:38
2023-12-07 10:44:25 :     TSI a-law to u-law (E1 to T1) get pass. TS:21 set:14, get:3D
2023-12-07 10:44:26 :     TSI a-law to u-law (E1 to T1) get pass. TS:22 set:15, get:3E
2023-12-07 10:44:28 :     TSI a-law to u-law (E1 to T1) get pass. TS:23 set:16, get:3B
2023-12-07 10:44:29 :     TSI a-law to u-law (E1 to T1) get pass. TS:24 set:17, get:3C
2023-12-07 10:44:50 :     TSI a-law to u-law (E1 to T1) get pass. TS:1 set:18, get:31
2023-12-07 10:44:51 :     TSI a-law to u-law (E1 to T1) get pass. TS:2 set:19, get:32
2023-12-07 10:44:53 :     TSI a-law to u-law (E1 to T1) get pass. TS:3 set:1A, get:30
2023-12-07 10:44:54 :     TSI a-law to u-law (E1 to T1) get pass. TS:4 set:1B, get:30
2023-12-07 10:44:56 :     TSI a-law to u-law (E1 to T1) get pass. TS:5 set:1C, get:35
2023-12-07 10:44:57 :     TSI a-law to u-law (E1 to T1) get pass. TS:6 set:1D, get:36
2023-12-07 10:44:59 :     TSI a-law to u-law (E1 to T1) get pass. TS:7 set:1E, get:33
2023-12-07 10:45:00 :     TSI a-law to u-law (E1 to T1) get pass. TS:8 set:1F, get:34
2023-12-07 10:45:02 :     TSI a-law to u-law (E1 to T1) get pass. TS:9 set:20, get:0A
2023-12-07 10:45:03 :     TSI a-law to u-law (E1 to T1) get pass. TS:10 set:21, get:0B
2023-12-07 10:45:05 :     TSI a-law to u-law (E1 to T1) get pass. TS:11 set:22, get:08
2023-12-07 10:45:06 :     TSI a-law to u-law (E1 to T1) get pass. TS:12 set:23, get:09
